run,variacao,physics_step_ms_medio,physics_step_ms_max,fps_medio,amostras
1,10000,27.6325,35.9620,9.87,367
2,10000,29.1387,99.5940,11.02,366
3,10000,32.0074,108.9540,10.65,364
4,10000,34.4964,99.1460,11.11,366
5,10000,38.2961,100.9750,13.32,365
6,10000,28.6932,100.5700,46.29,364
7,10000,31.4260,99.1530,35.08,363
8,10000,34.1786,99.3100,9.92,364
9,10000,36.4429,105.6280,32.04,364
10,10000,27.4138,34.8810,37.26,364
